Topic,Keep,Reason,Question
理論 - 圖靈機(Turing Machine) 與可計算性(Computability),True,題目敘述清晰，使用標準的可計算性理論術語。選項涵蓋了不同的語言類別，且邏輯嚴謹。根據定理「若語言 L 與其補集皆為圖靈可辨識，則 L 為圖靈可判定」，題目已知條件直接導出補集必不可辨識的結論。答案唯一且正確，解析過程詳盡並提供了直觀記憶點，無誤。,"**題目：**

假設語言 $L$ 具備以下性質：「$L$ 是圖靈可辨識的（Turing-recognizable，亦稱遞歸可枚舉 Recursively Enumerable），但 $L$ **不是**圖靈可判定的（Turing-decidable，亦稱遞歸 Recursive）」。令 $\bar{L}$ 為 $L$ 的補集（Complement），試問下列關於 $\bar{L}$ 的敘述何者正確？

(A) $\bar{L}$ 必為圖靈可判定（Turing-decidable）。
(B) $\bar{L}$ 必為圖靈可辨識（Turing-recognizable）。
(C) $\bar{L}$ 必**不**為圖靈可辨識（Not Turing-recognizable）。
(D) $\bar{L}$ 必為上下文無關語言（Context-Free Language）。

---

**答案：** (C)

**解析：**

本題測驗的是可計算性理論中，可判定性（Decidability）與可辨識性（Recognizability）及其補集的關係。

**1. 關鍵定理（The Key Theorem）**
一個語言 $L$ 是可判定（Decidable）的，**若且唯若（iff）** $L$ 與其補集 $\bar{L}$ **皆為**圖靈可辨識（Recognizable）。

*   **定理邏輯**：如果我們有辨識 $L$ 的機器 $M_1$ 和辨識 $\bar{L}$ 的機器 $M_2$，我們可以「平行執行」這兩台機器。對於任何輸入 $w$，它必定屬於 $L$ 或 $\bar{L}$ 其中之一。因此，$M_1$ 或 $M_2$ 必有一台會停機並接受。一旦其中一台停機，我們就能確定 $w$ 的歸屬並給出答案，這就構成了一個能在有限步驟內停機的判定器（Decider）。

**2. 題意分析與推導**
*   **已知條件**：$L$ 是可辨識的，但**不可判定**。
*   **推導**：根據上述定理，如果 $\bar{L}$ 也是可辨識的，那麼因為「$L$ 可辨識」且「$\bar{L}$ 可辨識」，根據定理，$L$ 就會變成「可判定」。
*   **矛盾**：這與題目已知條件（$L$ 不是可判定的）產生矛盾。
*   **結論**：因此，「$\bar{L}$ 是可辨識的」這個假設必須為誤。$\bar{L}$ **必定不可辨識**。

**3. 選項檢核**
*   **(A) 錯誤**：若 $\bar{L}$ 為可判定，根據定義它必然也是可辨識的。這會導致 $L$ 變成可判定，產生矛盾。
*   **(B) 錯誤**：若 $\bar{L}$ 為可辨識，結合已知 $L$ 也可辨識，則 $L$ 必須為可判定，產生矛盾。
*   **(C) 正確**：這是唯一符合邏輯推演的結果。著名的例子如「停機問題」$A_{TM}$ 是可辨識但不可判定的，而其補集 $\overline{A}_{TM}$ 則是完全不可辨識的。
*   **(D) 錯誤**：上下文無關語言（CFL）是可判定語言的子集（CFL $\subset$ Decidable）。若 $\bar{L}$ 是 CFL，則 $\bar{L}$ 是可判定的，這又回到了選項 (A) 的矛盾情況。

**【直觀記憶點】**
你可以這樣記憶：**「若一個語言和它的補集都能被辨識，該語言就會『升級』為可判定。」**
既然題目說 $L$ 沒有升級（不可判定），且 $L$ 已經貢獻了一半的條件（$L$ 可辨識），那麼唯一的解釋就是另一半條件出了問題——即 $\bar{L}$ 必定**不可辨識**。"
資料結構 - Segment Tree,True,題目清楚考查線段樹的基本特性與複雜度。選項設計合理，涵蓋建構、查詢、更新及空間複雜度。答案 C 為唯一錯誤敘述（單點更新需維護至根節點，故為 O(log N)），且解析邏輯正確、說明詳盡。,"**題目**：關於線段樹 (Segment Tree) 的特性與時間複雜度，假設原始陣列資料量為 $N$，下列敘述何者**錯誤**？

(A) 建構 (Build) 整棵線段樹的時間複雜度為 $O(N)$。
(B) 執行區間聚合查詢 (Range Aggregate Query，如區間求和、區間最大值) 的時間複雜度為 $O(\log N)$。
(C) 執行單點更新 (Point Update) 的時間複雜度為 $O(1)$。
(D) 線段樹的漸進空間複雜度為 $O(N)$ (若採堆積式陣列實作，通常需預留約 $4N$ 的空間)。

**答案**：C

**解析**：

*   **(A) 正確**：線段樹的節點總數與 $N$ 呈線性關係。在建樹過程中，每個節點的值僅需計算一次（通常是由兩個子節點合併而來，耗費常數時間）。根據遞迴關係式 $T(N) = 2T(N/2) + O(1)$ 推導，由主定理 (Master Theorem) 可知總時間複雜度為 $O(N)$。
*   **(B) 正確**：此處指的區間查詢為「聚合運算」(Aggregate Operation)，例如求 Sum 或 RMQ (Range Minimum/Maximum Query)。查詢時，目標區間會被拆解為不超過 $O(\log N)$ 個線段樹節點，訪問深度受限於樹高，故時間複雜度為 $O(\log N)$。
*   **(C) 錯誤**：單點更新時，除了修改最底層的葉節點外，還必須沿著路徑向上回溯，更新所有受影響的父節點 (Push Up) 以維護線段樹性質。由於樹的高度約為 $\log N$，因此時間複雜度應為 $O(\log N)$，而非 $O(1)$。
*   **(D) 正確**：就漸進複雜度而言，線段樹所需儲存的節點數與 $N$ 成正比，故空間複雜度為 $O(N)$。題目括號中提到的 $4N$ 是針對「堆積式陣列實作 (Array/Heap-based)」為了處理非滿二元樹結構、避免陣列越界所設定的安全上界；若使用指標型 (Pointer-based) 動態配置，空間需求則更接近 $2N$。"
資料結構 - 集合(Set),True,題目清楚考察集合 (Set) 資料結構的定義與常見實作（雜湊表 vs. 平衡樹）。選項敘述精確（例如選項 B 提及平均情況複雜度，選項 D 提及 C++ std::set 的實作方式），答案 C 明確指出了集合通常不具備陣列索引存取 (Random Access by Index) 的特性，是唯一的錯誤敘述。解析邏輯正確且完整。,"**題目：關於資料結構「集合 (Set)」的特性與常見實作方式，下列敘述何者**錯誤**？**

(A) 集合 (Set) 的核心特性在於其包含的元素具有「唯一性」，即集合內不允許出現重複的數值或物件。
(B) 若採用雜湊表 (Hash Table) 來實作集合（例如：Java 的 HashSet 或 Python 的 set），在沒有發生大量碰撞的平均情況下，新增 (Insert) 與查詢 (Search) 的時間複雜度為 $O(1)$。
(C) 為了提升存取的便利性，集合資料結構通常預設支援透過整數索引值 (Index) 進行 $O(1)$ 的隨機存取 (Random Access)，讓使用者能像操作陣列 (Array) 一樣直接讀取特定位置的元素。
(D) 若採用平衡二元搜尋樹 (Balanced BST) 來實作集合（例如：C++ STL 的 std::set），元素會依照特定規則自動排序，且搜尋目標元素的時間複雜度為 $O(\log n)$。

***

**答案：C**

**解析：**

*   **(A) 正確**。集合 (Set) 的數學定義即為互異元素的搜集，這也是它與列表 (List) 或陣列 (Array) 最主要的區別。
*   **(B) 正確**。基於雜湊 (Hashing) 技術的實作是為了追求快速的查找與插入，雖然最差情況可能較慢，但平均時間複雜度確實為常數時間 $O(1)$。
*   **(C) 錯誤**。標準的集合 (Set) 抽象資料型別 (ADT) 是一個無序或僅依值排序的容器，**並不支援透過索引值 (Index) 進行隨機存取**。與陣列或 ArrayList 不同，集合無法使用下標（如 `set[i]`）以 $O(1)$ 的時間直接取得元素；若需存取特定元素，通常需透過迭代器 (Iterator) 或查找鍵值 (Key) 的方式進行。
*   **(D) 正確**。使用平衡二元搜尋樹（如紅黑樹）實作的集合通常稱為有序集合 (Ordered Set)，它能保持元素有序排列，其代價是操作的時間複雜度為對數時間 $O(\log n)$。"
軟體工程 - 設計模式(Design Patterns),True,題目情境清晰，描述了策略模式（Strategy Pattern）最經典的應用場景（導航演算法切換、消除 if-else/switch、符合開放封閉原則）。選項設計合理，涵蓋了常見的設計模式，且解析能夠準確區分結構相似但意圖不同的模式（如狀態模式與策略模式的差異）。答案唯一且正確。,"**題目：**

某軟體團隊正在開發一款導航應用程式，目前程式碼中使用了大量的 `if-else` 或 `switch` 敘述來判斷使用者選擇的交通方式（如：開車、步行、搭乘大眾運輸），並依此執行對應的路徑規劃邏輯。這種寫法導致主程式日益臃腫且維護困難，每當要新增一種交通方式時，都必須修改既有的判斷邏輯。

團隊希望重構程式碼，利用「組合（Composition）」取代繼承或條件判斷，以達到「對擴充開放，對修改封閉（Open/Closed Principle）」的目標，讓新的路徑演算法能獨立擴充，且能讓客戶端在執行時期動態切換不同的演算法。請問下列哪一種設計模式最適合應用於此情境？

(A) 狀態模式 (State Pattern)
(B) 轉接器模式 (Adapter Pattern)
(C) 觀察者模式 (Observer Pattern)
(D) 策略模式 (Strategy Pattern)

***

**答案：** (D)

**解析：**

本題的情境在於解決「因多種演算法並存而導致的複雜條件判斷（if-else hell）」，並希望在不修改現有程式碼的前提下擴充新演算法。

*   **(D) 策略模式 (Strategy Pattern)**：這是正確答案。
    *   **核心意圖**：策略模式定義了一系列的演算法家族，將每一個演算法封裝起來，並讓它們可以互相替換。
    *   **解決痛點**：它能消除原本客戶端程式碼中龐大的 `if-else` 或 `switch` 判斷邏輯。
    *   **設計原則與機制**：此模式利用「物件組合（Composition）」而非繼承，讓客戶端持有演算法介面的參考。當需要新增交通方式時，只需新增一個實作該介面的類別，完全符合「開放封閉原則 (OCP)」，即對擴充新演算法是開放的，對既有導航主程式的修改是封閉的。

*   **(A) 狀態模式 (State Pattern)**：雖然結構上與策略模式非常相似（都透過介面委派行為），但其意圖不同。狀態模式主要用於物件「內部狀態」改變時改變其行為，且狀態之間的轉換通常是自動發生的（例如：訂單從「待付款」變為「已付款」）。本題是根據使用者明確選擇的交通方式來切換演算法，而非內部狀態流轉，故策略模式更為合適。

*   **(B) 轉接器模式 (Adapter Pattern)**：主要用於解決兩個既有介面不相容的問題，將一個類別的介面轉換成客戶端所期望的另一種介面，這與「切換同類型演算法」的需求無關。

*   **(C) 觀察者模式 (Observer Pattern)**：定義物件間的一對多依賴關係，當一個物件狀態改變時，通知所有依賴它的物件。這通常用於事件驅動設計（如數據更新連動 UI 變化），而非演算法的選擇與封裝。"
電腦圖學 - Ray Tracing,True,題目敘述準確且清晰，完整描述了標準 Whitted-style 光線追蹤演算法中『陰影光線』的定義與用途。選項設計合理，涵蓋了該演算法中的主要光線類型（反射、折射），且答案唯一。解析詳細並正確區分了各選項的功能差異，符合電腦圖學專業知識。,"### 題目

在標準的遞迴光線追蹤演算法（Recursive Ray Tracing / Whitted-style Ray Tracing）中，當主光線（Primary Ray）擊中場景中的物體表面某一點後，為了判定該點**是否能被光源直接照射到（即檢查該點與光源之間是否有遮擋物）**，演算法會從該交點**直接朝向光源位置**發射一條光線進行檢測。請問此光線稱為什麼？

(A) 反射光線 (Reflection Ray)
(B) 折射光線 (Refraction Ray)
(C) 陰影光線 (Shadow Ray)
(D) 漫射光線 (Diffuse Ray)

---

**答案：(C)**

**解析：**

在 Whitted-style 光線追蹤演算法中，為了正確計算著色（Shading），必須確認光源是否被其他物體遮擋。其運作機制如下：

1.  **陰影光線 (Shadow Ray) 的功能**：
    當視線擊中物體表面後，程式會立即發射一條指向光源的光線。這條光線不遵循反射或折射定律，而是**直接連線至光源**。
    *   若這條光線能順利到達光源，代表該點被照亮，需計算直接光照貢獻。
    *   若這條光線在途中撞擊到其他不透明物體，代表光源被遮擋，該點位於陰影中（Shadowed）。
    *   正是因為這條光線決定了「陰影」的有無，因此被稱為陰影光線。

2.  **其他選項的區別**：
    *   **(A) 反射光線 (Reflection Ray)**：是依據「入射角等於反射角」的物理定律，從交點往鏡面反射方向射出的光線，用於計算金屬或鏡面的倒影。
    *   **(B) 折射光線 (Refraction Ray)**：是依據斯乃爾定律（Snell's Law），當光線穿過透明介質（如玻璃、水）時產生偏折的光線，用於計算透射效果。
    *   **(D) 漫射光線 (Diffuse Ray)**：在標準 Whitted-style 光線追蹤中，通常只追蹤鏡面反射與折射路徑。漫射光線更多用於蒙地卡羅路徑追蹤（Path Tracing）中，往半球隨機方向發射以計算全域照明（Global Illumination），並非用來判定直接光源的可見性。"
作業系統 - 系統呼叫(System Calls),True,題目設計優良，考點清晰且具備深度。內容正確區分了作業系統中「模式切換 (Mode Switch)」與「上下文切換 (Context Switch)」的差異，並精確描述了 x86-64 架構下 Linux 系統呼叫的硬體指令機制（SYSCALL）與堆疊切換流程。選項誘答性強且邏輯合理，解析詳盡準確。,"### 題目：關於現代一般用途作業系統（以 Linux on x86-64 為例）

針對「需要進入核心處理（非 vDSO 優化）」的系統呼叫 (System Call) 執行機制與成本，下列敘述何者在技術細節上「嚴格正確」？

(A) 現代 Linux 在 x86-64 架構下，預設採用 x86 的呼叫閘 (Call Gate) 與分段機制 (Segmentation) 來實作系統呼叫，使用者程式可透過 `FAR CALL` 指令受控地直接跳轉至核心區段執行。

(B) 執行系統呼叫必然會觸發「上下文切換 (Context Switch)」，作業系統必須保存當前行程的 PCB (Process Control Block)，並呼叫排程器 (Scheduler) 挑選下一個行程執行。

(C) 系統呼叫的觸發涉及「模式切換 (Mode Switch)」，CPU 特權級別會從使用者模式 (User Mode) 轉為核心模式 (Kernel Mode)，且為了隔離與安全，執行流程必須切換使用該執行緒對應的核心堆疊 (Kernel Stack)。

(D) 由於系統呼叫執行於核心模式，擁有最高優先權與硬體控制權，因此其執行速度與指令週期成本 (Overhead) 必定低於相同邏輯複雜度的使用者空間函式呼叫。

***

### 答案：C

### 解析

本題旨在測驗考生對於系統呼叫底層機制、硬體架構特性（特別是 x86-64）以及作業系統術語的精確理解。

*   **(C) 正確：** 這是系統呼叫的核心機制。
    *   **模式切換 (Mode Switch)：** 系統呼叫發生時，CPU 的特權級別（CPL）會由 Ring 3（使用者態）切換至 Ring 0（核心態）。
    *   **核心堆疊 (Kernel Stack)：** 這是關鍵的安全機制。在 x86-64 架構使用 `SYSCALL` 指令時，雖然硬體指令本身只負責保存 `RIP` 與 `RFLAGS` 到暫存器，並不自動切換 `RSP`（與傳統的中斷不同），但**作業系統的進入點程式碼 (Entry Code)** 會立即透過 `SWAPGS` 等指令，將堆疊指標切換至該執行緒在核心空間預留的核心堆疊。因此，從宏觀執行流程來看，切換到核心堆疊是系統呼叫中必不可少的步驟。

*   **(A) 錯誤：** 這是基於歷史架構設計的誘答選項。
    *   雖然 x86 架構確實支援 Call Gate，但在現代 **Linux on x86-64** 中，為了效能與簡化記憶體管理（採用 Flat Memory Model），並主要不使用 Call Gate 或分段機制來進行系統呼叫。
    *   現代 Linux 主要依賴專用的快速系統呼叫指令，如 Intel 的 `SYSCALL`/`SYSRET`（或相容舊硬體的 `SYSENTER`/`SYSEXIT`），這些指令比傳統的 `INT 0x80` 或 `FAR CALL` 更高效。

*   **(B) 錯誤：** 混淆了「模式切換」與「上下文切換」。
    *   系統呼叫**一定**會發生 Mode Switch（進入 Kernel Mode）。
    *   但不一定會發生 **Context Switch**。若系統呼叫能快速完成且未造成阻塞（Non-blocking），OS 處理完後會直接返回原行程，無需保存 PCB 或呼叫排程器切換到另一個行程。

*   **(D) 錯誤：** 這是常見的效能迷思。
    *   儘管核心權限高，但系統呼叫的成本 (Overhead) **遠高於** 一般函式呼叫。
    *   原因包括：模式切換的硬體開銷、暫存器保存與恢復、參數驗證、以及核心堆疊的切換成本。此外，進入核心模式還可能導致 CPU Pipeline Flush 或 TLB/Cache 的汙染。這也是為什麼現代 OS 會利用 vDSO (Virtual Dynamic Shared Object) 技術，讓 `gettimeofday` 等簡單呼叫在使用者空間完成，以避免昂貴的系統呼叫開銷。"
資料結構 - 連結串列(Linked List),True,題目條件設定嚴謹（明確指出包含 Head 與 Tail 指標，且 n >= 2），選項設計合理，涵蓋了連結串列的標準操作。解析邏輯正確，清楚指出了在單向連結串列中刪除尾端節點需要遍歷至倒數第二個節點（O(n)），而在雙向連結串列中可直接透過 prev 指標操作（O(1)），答案唯一且無爭議。,"**題目：**

考慮兩種連結串列資料結構：單向連結串列 (Singly Linked List) 與雙向連結串列 (Doubly Linked List)。
已知條件如下：
1.  兩者皆維護指向第一個節點的 **Head** 指標與指向最後一個節點的 **Tail** 指標。
2.  單向串列的節點僅包含資料與指向下個節點的 **next** 指標；雙向串列的節點包含資料、**next** 指標以及指向前個節點的 **prev** 指標。
3.  假設串列目前的節點總數 $n \ge 2$。

請問下列哪一項操作在兩個資料結構中的最差情況時間複雜度 (Worst-case Time Complexity) 是**不同**的？

(A) 在串列的最前方插入一個新節點 (Insert at Front)
(B) 在串列的最後方插入一個新節點 (Insert at Back)
(C) 刪除串列最前方的節點 (Delete at Front)
(D) 刪除串列最後方的節點 (Delete at Back)

---

**答案：D**

**解析：**

針對擁有 Head 與 Tail 指標的兩種串列結構，各操作的時間複雜度分析如下：

1.  **(A) 在最前方插入 (Insert at Front)：**
    *   **兩者皆為 $O(1)$**。無論是單向或雙向，只需建立新節點，將其 `next` 指向原 Head，並更新 Head 指標即可。

2.  **(B) 在最後方插入 (Insert at Back)：**
    *   **兩者皆為 $O(1)$**。由於兩者都有 **Tail** 指標，可以直接存取最後一個節點。將 `Tail->next` 指向新節點，並更新 Tail 指標即可完成操作。

3.  **(C) 刪除最前方節點 (Delete at Front)：**
    *   **兩者皆為 $O(1)$**。只需透過 **Head** 指標存取第一個節點，將 Head 移至 `Head->next`，並釋放原節點記憶體即可。

4.  **(D) 刪除最後方節點 (Delete at Back)：**
    *   **雙向 (Doubly)：$O(1)$**。由於節點具有 `prev` 指標，可以直接透過 `Tail->prev` 取得 Tail 的前驅節點 (Predecessor)，將其設為新的 Tail 並移除原本的 Tail，過程不需遍歷。
    *   **單向 (Singly)：$O(n)$**。雖然有 Tail 指標，但單向節點沒有 `prev` 指標。若要刪除 Tail，必須將「倒數第二個節點」設為新的 Tail。為了找到這個前驅節點，必須從 Head 開始往後遍歷整個串列，直到找到指向 Tail 的那個節點，此過程需走訪 $n-1$ 個節點。

**結論：**
選項 (A)、(B)、(C) 在兩種結構中皆為 $O(1)$，唯獨選項 **(D)** 在雙向串列中為 $O(1)$，而在單向串列中為 $O(n)$，故兩者不同。"
軟體工程 - CI/CD,True,題目情境描述清晰，準確區分了「持續交付 (Continuous Delivery)」與「持續部署 (Continuous Deployment)」的核心差異（關鍵在於部署到生產環境是否全自動）。選項設計合理，涵蓋了常見的定義顛倒（選項 A）、流程誤解（選項 B）與概念錯置（選項 D）。正確答案唯一且符合 DevOps 業界標準定義。解析邏輯嚴謹，結構分明，對每個選項均有正確的辨析，具有很高的參考價值。,"**題目：**

某軟體開發團隊已經建立了自動化管線，程式碼提交後會自動進行建置、單元測試與整合測試，並自動部署到準生產環境 (Staging)。然而，為了符合公司的稽核規範與業務發布時程，在將程式碼推送到生產環境 (Production) 之前，仍保留了一道「人工審核」的關卡。關於此流程所屬的「持續交付 (Continuous Delivery)」與進階的「持續部署 (Continuous Deployment)」之差異，下列敘述何者最為正確？

(A) 持續交付是指程式碼變更通過測試後會「自動」部署到生產環境，完全無需人工干預；而持續部署則是在最後階段需要人工審核。
(B) 持續交付側重於將軟體自動部署至測試環境 (Staging) 以供驗證；而持續部署為了追求速度，通常會跳過測試環境，直接將程式碼發布至生產環境。
(C) 持續交付確保軟體隨時處於「可釋出」狀態，但在部署到生產環境前需人工確認或觸發；而持續部署則是將通過測試的程式碼全自動推送到生產環境。
(D) 持續交付是指採用藍綠部署 (Blue-Green Deployment) 策略來降低風險；而持續部署則是指採用金絲雀發布 (Canary Release) 策略進行灰度發布。

***

**答案：** (C)

***

**解析：**

**1. CI/CD 階段與定義辨析**
*   **持續整合 (CI)：** 著重於程式碼的頻繁合併、自動化建置與測試。
*   **持續交付 (Continuous Delivery)：** 這是題幹描述的情境。重點在於讓軟體隨時處於**「可部署 (Deployable)」**的狀態。自動化流程會執行到準生產環境 (Staging)，但**「最後一哩路」（推送到 Production）保留了人工決策權**。這通常是為了配合行銷活動、業務時程或稽核需求。
*   **持續部署 (Continuous Deployment)：** 這是自動化的極致。只要程式碼通過所有自動化測試，就會**自動部署到生產環境**，完全不需要人工介入。這要求極高的測試覆蓋率與信心。

**2. 選項詳細分析**
*   **(A) 定義顛倒**：持續部署才是「全自動到生產環境」，持續交付則保留人工審核。
*   **(B) 流程誤解**：無論是持續交付還是持續部署，**都不會跳過測試環境**。兩者都需要嚴謹的測試流程 (Pipeline) 來確保品質，差別僅在於進入生產環境的那一步是否自動化。
*   **(C) 正確**：精準描述了兩者在「生產環境部署」階段的自動化程度差異，以及持續交付保留人工觸發的特徵。
*   **(D) 概念混淆**：藍綠部署與金絲雀發布是「部署策略 (Deployment Strategies)」，用於控制流量與降低發布風險，而非持續交付或持續部署的定義。這兩者皆可應用於持續交付或持續部署的流程中。

**3. 補充觀點（商業價值）**
選擇「持續交付」或「持續部署」往往取決於**業務需求**與**風險控管**：
*   **持續交付**：將「何時發布」的權力交給業務端 (Business decision)，適合功能需配合特定時間點上線的產品。
*   **持續部署**：追求極致的迭代速度 (Velocity)，適合希望能立即將價值交付給用戶的網路服務。"
DevOps - IaC (Infrastructure as Code)：Terraform,True,題目敘述準確清晰，正確指出 Terraform State file 在維護「程式碼」與「實際資源 ID」對應關係中的核心角色。選項設計合理且具互斥性，答案唯一，解析內容詳盡且觀念正確。,"**題目：**
在 Terraform 的運作機制中，下列哪一個核心組件扮演著「唯一的真相來源（Source of Truth）」之角色？它負責持續維護「程式碼設定（Configuration）」與「雲端實際資源 ID（Real-world resources）」之間的對應關係，使 Terraform 能夠知曉哪些實際資源屬於當前的管理範圍。

(A) Provider (提供者)
(B) Execution Plan (執行計畫)
(C) State file (狀態檔)
(D) Module (模組)

**答案：** (C)

**解析：**

**State file (狀態檔，通常為 `terraform.tfstate`)** 是 Terraform 能夠有效管理基礎設施的關鍵資料庫。

1.  **資源對應 (Mapping)**：這是它的最核心功能。Terraform 需要一個地方來記錄程式碼中的邏輯名稱（如 `main_server`）對應到雲端廠商的哪個實際 ID（如 AWS 的 `i-0f76...`）。若無此文件，Terraform 將無法得知雲端上的資源是由哪段程式碼所建立與管理的。
2.  **唯一的真相來源 (Source of Truth)**：它被視為基礎設施的預期現況紀錄，Terraform 依賴它來計算變更。
3.  **持續性儲存**：不同於暫時性的執行計畫，狀態檔是持久存在的，用於追蹤資源的完整生命週期。

**其他選項解析：**

*   **(A) Provider**：負責「翻譯」與「溝通」。它是針對特定雲端平台（如 AWS, Azure）的插件，用來執行 API 呼叫，但不會記錄資源之間的對應關係。
*   **(B) Execution Plan**：這是執行 `terraform plan` 後產生的預覽報告，用於顯示即將發生的變更（新增、修改或刪除）。它是暫時性的計算結果，並非用來長期維護資源對應關係的資料庫。
*   **(D) Module**：這是一種程式碼的組織方式，類似於程式語言中的函式或類別，用於封裝與重用配置，與資源狀態的追蹤無關。"
資料庫 - 事件串流(Event Streaming)：Kafka 基礎,True,"題目敘述清晰，專有名詞（如 Partition, Consumer Group, Ownership）使用準確。選項設計合理，涵蓋了 Kafka 架構中常見的觀念（順序性、Push/Pull 模式、群組隔離性），且具備良好的鑑別度。答案唯一且正確，解析詳盡並精準地解釋了每個選項正確或錯誤的原因。","**題目：**
在 Apache Kafka 的架構設計中，關於 **「消費者 (Consumer)」** 與 **「消費者群組 (Consumer Group)」** 的運作機制，下列敘述何者正確？

(A) Kafka 保證在整個 Topic 的所有分區 (Partition) 之間具有全域順序性 (Global Ordering)，因此消費者讀取的順序必與發送順序一致。
(B) 在同一個消費者群組 (Consumer Group) 內，為了確保順序性與避免重複消費，一個分區 (Partition) 的擁有權 (Ownership) 在同一時間只能分配給一個消費者。
(C) Kafka 的消費者採用 Push (推播) 模式，意即由 Broker 主動將訊息推送到消費者端，以確保資料傳輸的即時性。
(D) 不同的消費者群組 (Different Consumer Groups) 之間會互相競爭，因此同一個分區 (Partition) 的資料在被某個群組讀取後，其他群組便無法再讀取該資料。

**答案：B**

**解析：**

*   **(A) 錯誤**：Kafka 僅保證 **分區內 (Partition-level)** 的訊息順序，不保證跨分區 (Topic-level) 的全域順序。若應用場景需要嚴格的「全域順序性」，唯一的架構解法是將該 Topic 設定為 **僅有一個 Partition**，但這會犧牲系統的並行吞吐量。
*   **(B) 正確**：這是 Kafka 實現並行處理的核心機制。在同一個 Group 內，一個 Partition 只能由一個 Consumer 負責讀取，以維護 Offset 的正確性與處理順序。
    *   **補充重點**：若同一個 Group 內的 Consumer 數量多於 Partition 數量，**多出來的 Consumer 將會處於閒置狀態 (Idle)**，無法分擔工作負載。
*   **(C) 錯誤**：Kafka 的消費者採用 **Pull (拉取)** 模式，由 Consumer 主動向 Broker 請求資料（Long Polling）。這讓消費者能根據自身的處理能力控制速率 (Backpressure)，避免因處理不及而導致系統崩潰。
*   **(D) 錯誤**：Kafka 支援廣播模式 (Pub/Sub)。**不同的消費者群組之間是完全獨立的**，它們各自維護自己的 Offset。因此，同一個 Partition 的資料可以同時被多個不同的消費者群組讀取，互不干擾。"
計算機架構 - Pipeline 與 Hazard,True,題目敘述清晰，條件設定（MIPS 5級管線、Full Forwarding）明確。此題準確考查計算機組織結構中 Load-Use Hazard 的核心概念，即「即使有 Forwarding，載入指令後的立即使用仍需 1 個 Stall」。選項合理涵蓋了不同情境（無 Forwarding 或無 Hazard），解析邏輯正確且步驟詳盡。,"### 題目

在一個標準的 MIPS 5 級管線 (5-stage pipeline: IF, ID, EX, MEM, WB) 處理器中，假設硬體已經實作了完整的**資料轉送 (Full Forwarding)** 單元，且假設過程中無其他結構危害 (Structural Hazard) 或控制危害 (Control Hazard)。

針對下列組合語言指令序列，為了維持執行的正確性，處理器中的**硬體危害偵測單元 (Hardware Hazard Detection Unit)** 必須在管線中插入幾個 Stall (或稱 Bubble)？

```assembly
I1: lw  $t1, 0($t0)
I2: add $t2, $t1, $t3
```

(A) 0 個週期
(B) 1 個週期
(C) 2 個週期
(D) 3 個週期

**答案：** (B)

---

### 解析

**1. 考點分析**
本題考查的是 **Load-Use Data Hazard（載入-使用資料危害）**。這是一種特殊的資料危害，發生在「載入指令 (Load)」的結果立刻被下一條指令「使用 (Use)」的情況下。

**2. 問題核心**
*   **I1 (生產者)：** `lw` 指令。資料必須在 **MEM (Memory Access)** 階段結束後，才能從記憶體中讀出並準備好。
*   **I2 (消費者)：** `add` 指令。資料必須在 **EX (Execute)** 階段開始時，送入 ALU 進行運算。

**3. 為何 Forwarding 無法完全解決？**
即便有 Forwarding 機制，資料仍受到物理時間的限制。若不插入 Stall，管線時序如下：
*   **第 4 個週期 (Cycle 4)：** `I1` 處於 **MEM** 階段（正在讀取資料），同時 `I2` 處於 **EX** 階段（正要使用資料）。
*   此時 `I1` 的資料尚未從記憶體出來，但 `I2` 已經需要它。我們無法將「尚未讀出的資料」轉送給「現在正在執行的運算」，這需要時光倒流（負的時間差），因此硬體必須介入。

**4. 解決方案與時序圖**
硬體偵測單元會在 **ID 階段** 偵測到此相依性，強制讓 `I2` 暫停 **1 個週期**。

*   **插入 1 個 Stall 後的時序圖 (Pipeline Diagram)：**

| 指令 / 週期 | CC 1 | CC 2 | CC 3 | **CC 4** | **CC 5** | CC 6 |
| :--- | :---: | :---: | :---: | :---: | :---: | :---: |
| **I1: lw** | IF | ID | EX | **MEM** | WB | |
| **I2: add** | | IF | ID | **Stall** | **EX** | MEM |

*   **關鍵轉折點**：
    *   在 **CC 4**，`I2` 被迫暫停（停留在 ID 階段，EX 階段產生一個 NOP/Bubble），`I1` 繼續執行 MEM。
    *   在 **CC 5**，`I1` 進入 WB 階段（資料已存入 MEM/WB 管線暫存器），`I2` 進入 EX 階段。
    *   此時，資料已存在，硬體可以透過 Forwarding 路徑，將資料從 `MEM/WB` 暫存器（I1 的結果）直接轉送到 ALU 的輸入端（給 I2 使用）。

**結論**
Load-Use Hazard 在擁有 Full Forwarding 的 MIPS 管線中，仍需硬體插入 **1 個 Stall** 才能正確對齊時間。

故選 **(B)**。"
